,TCGA-A6-2671-01A,TCGA-A6-2674-01A,TCGA-A6-2676-01A,TCGA-A6-2677-01A,TCGA-A6-2677-01B,TCGA-A6-2678-01A,TCGA-A6-2679-01A,TCGA-A6-2680-01A,TCGA-A6-2681-01A,TCGA-A6-2682-01A,TCGA-A6-2683-01A,TCGA-A6-2684-01A,TCGA-A6-2684-01C,TCGA-A6-3807-01A,TCGA-A6-3808-01A,TCGA-A6-3809-01A,TCGA-A6-3809-01B,TCGA-A6-3810-01A,TCGA-A6-3810-01B,TCGA-A6-5656-01A,TCGA-A6-5656-01B,TCGA-A6-5659-01A,TCGA-A6-5659-01B,TCGA-A6-6141-01A,TCGA-A6-6650-01A,TCGA-A6-6650-01B,TCGA-A6-6780-01A,TCGA-A6-6780-01B,TCGA-A6-6781-01A,TCGA-A6-A565-01A,TCGA-A6-A566-01A,TCGA-A6-A567-01A,TCGA-A6-A56B-01A,TCGA-AA-3494-01A,TCGA-AA-3495-01A,TCGA-AA-3502-01A,TCGA-AA-3509-01A,TCGA-AA-3510-01A,TCGA-AA-3514-01A,TCGA-AA-3516-01A,TCGA-AA-3518-01A,TCGA-AA-3529-01A,TCGA-AA-3534-01A,TCGA-AA-3548-01A,TCGA-AA-3549-01A,TCGA-AA-3553-01A,TCGA-AA-3555-01A,TCGA-AA-3558-01A,TCGA-AA-3664-01A,TCGA-AA-3666-01A,TCGA-AA-3672-01A,TCGA-AA-3675-01A,TCGA-AA-3681-01A,TCGA-AA-3685-01A,TCGA-AA-3688-01A,TCGA-AA-3692-01A,TCGA-AA-3693-01A,TCGA-AA-3715-01A,TCGA-AA-3812-01A,TCGA-AA-3861-01A,TCGA-AA-3947-01A,TCGA-AA-3956-01A,TCGA-AA-3966-01A,TCGA-AA-3968-01A,TCGA-AA-3970-01A,TCGA-AA-3977-01A,TCGA-AA-3994-01A,TCGA-AA-A00N-01A,TCGA-AA-A00Q-01A,TCGA-AA-A00R-01A,TCGA-AA-A00U-01A,TCGA-AA-A00Z-01A,TCGA-AA-A010-01A,TCGA-AA-A01C-01A,TCGA-AA-A01D-01A,TCGA-AA-A01G-01A,TCGA-AA-A01I-01A,TCGA-AA-A01K-01A,TCGA-AA-A01P-01A,TCGA-AA-A01Q-01A,TCGA-AA-A01R-01A,TCGA-AA-A01S-01A,TCGA-AA-A01T-01A,TCGA-AA-A01V-01A,TCGA-AA-A01X-01A,TCGA-AA-A02K-01A,TCGA-AA-A02O-01A,TCGA-AA-A02R-01A,TCGA-AA-A02W-01A,TCGA-AA-A02Y-01A,TCGA-AA-A03F-01A,TCGA-AA-A03J-01A,TCGA-AA-A03J-11A,TCGA-AD-A5EJ-01A,TCGA-AD-A5EK-01A,TCGA-AY-4070-01A,TCGA-AY-4071-01A,TCGA-AY-A54L-01A,TCGA-AZ-4308-01A,TCGA-AZ-4313-01A,TCGA-AZ-4315-01A,TCGA-AZ-4614-01A,TCGA-AZ-4615-01A,TCGA-AZ-4681-01A,TCGA-AZ-4682-01B,TCGA-AZ-4684-01A,TCGA-AZ-6601-01A,TCGA-CA-5256-01A,TCGA-CA-6717-01A,TCGA-CA-6718-01A,TCGA-CK-4951-01A,TCGA-CM-4744-01A,TCGA-CM-4746-01A,TCGA-CM-4747-01A,TCGA-CM-4748-01A,TCGA-CM-4750-01A,TCGA-CM-4752-01A,TCGA-D5-6540-01A,TCGA-NH-A50T-01A,TCGA-NH-A50V-01A,TCGA-QG-A5YV-01A,TCGA-QG-A5YW-01A,TCGA-QG-A5YX-01A,TCGA-QG-A5Z1-01A,TCGA-QG-A5Z2-01A,TCGA-AF-2689-01A,TCGA-AF-2691-01A,TCGA-AF-2692-01A,TCGA-AF-3913-01A,TCGA-AG-3574-01A,TCGA-AG-3582-01A,TCGA-AG-3593-01A,TCGA-AG-3727-01A,TCGA-AG-3728-01A,TCGA-AG-3878-01A,TCGA-AG-3881-01A,TCGA-AG-3882-01A,TCGA-AG-3885-01A,TCGA-AG-3887-01A,TCGA-AG-3890-01A,TCGA-AG-3892-01A,TCGA-AG-3893-01A,TCGA-AG-3894-01A,TCGA-AG-3896-01A,TCGA-AG-3898-01A,TCGA-AG-3901-01A,TCGA-AG-3902-01A,TCGA-AG-3909-01A,TCGA-AG-3999-01A,TCGA-AG-4001-01A,TCGA-AG-4005-01A,TCGA-AG-4007-01A,TCGA-AG-4008-01A,TCGA-AG-4015-01A,TCGA-AG-A002-01A,TCGA-AG-A008-01A,TCGA-AG-A00C-01A,TCGA-AG-A00H-01A,TCGA-AG-A00Y-01A,TCGA-AG-A011-01A,TCGA-AG-A014-01A,TCGA-AG-A015-01A,TCGA-AG-A01L-01A,TCGA-AG-A01N-01A,TCGA-AG-A01W-01A,TCGA-AG-A01Y-01A,TCGA-AG-A020-01A,TCGA-AG-A032-01A,TCGA-EI-6917-01A,TCGA-F5-6814-01A,TCGA-IG-A3I8-01A,TCGA-IG-A3QL-01A,TCGA-IG-A3Y9-01A,TCGA-IG-A3YA-01A,TCGA-IG-A3YB-01A,TCGA-IG-A4P3-01A,TCGA-IG-A4QT-01A,TCGA-IG-A50L-01A,TCGA-IG-A51D-01A,TCGA-IG-A5B8-01A,TCGA-IG-A5S3-01A,TCGA-IG-A97I-01A,TCGA-JY-A93C-01A,TCGA-L5-A43C-01A,TCGA-L5-A43E-01A,TCGA-L5-A43H-01A,TCGA-L5-A43I-01A,TCGA-L5-A43J-01A,TCGA-L5-A43M-01A,TCGA-L5-A4OE-01A,TCGA-L5-A4OF-01A,TCGA-L5-A4OG-01A,TCGA-L5-A4OH-01A,TCGA-L5-A4OI-01A,TCGA-L5-A4OJ-01A,TCGA-L5-A4OM-01A,TCGA-L5-A4ON-01A,TCGA-L5-A4OP-01A,TCGA-L5-A4OR-01A,TCGA-L5-A4OS-01A,TCGA-L5-A4OT-01A,TCGA-L5-A891-01A,TCGA-L5-A8NE-01A,TCGA-L5-A8NN-01A,TCGA-L7-A56G-01A,TCGA-L7-A6VZ-01A,TCGA-LN-A49K-01A,TCGA-LN-A49L-01A,TCGA-LN-A49M-01A,TCGA-LN-A49N-01A,TCGA-LN-A49O-01A,TCGA-LN-A49P-01A,TCGA-LN-A49R-01A,TCGA-LN-A49S-01A,TCGA-LN-A49U-01A,TCGA-LN-A49V-01A,TCGA-LN-A49W-01A,TCGA-LN-A49X-01A,TCGA-LN-A49Y-01A,TCGA-LN-A4A1-01A,TCGA-LN-A4A2-01A,TCGA-LN-A4A3-01A,TCGA-LN-A4A4-01A,TCGA-LN-A4A6-01A,TCGA-LN-A4A8-01A,TCGA-LN-A4MR-01A,TCGA-LN-A5U5-01A,TCGA-LN-A8I1-01A,TCGA-LN-A9FQ-01A,TCGA-V5-A7RC-01B
626932,0,0,0.000202,0,0,0,0,7.40E-06,0.000104,0,0.003649,0,0,0,0.000187,9.11E-05,1.73E-05,0,0,0,0,0,0,0,0,0,0.000586,1.60E-05,0.000488,0,2.16E-05,0.001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697,0.000314,0,0,0.000206,0.000406,0,0,0,0,0,0,0.00031,0,4.83E-05,0.001866,0,0,0,0.001928,0.000219,0,0,0.000236,0,0,0,9.83E-05,0.000197,0,0,0,0,0,0,0.000502,0.000333,0,0,0.00905,0,0,0.002311,0,0,0,0,0.000677,0,0,0,0,9.49E-06,0.000827,0,0,0,0,0,0.000658,0,0,0,0,0,0,0,0,0.000916,0.000923,0,0.000644,0.000176,0,1.02E-05,0,0,0,0,1.85E-05,0.000177,0,3.61E-05,0,0.00055,0.000246,0.004387,0,0,0,0,0,0,0.000215,0,0,0,0,0,0,6.55E-05,0,0,0,0.000833,0,9.31E-05,0.000156,0.000295,0.001404,0.000543,0,0.005714,0,0.000349,0,0.001194,0,0,0,0,0,0,0,0.000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626933,0,0,0.008324,5.55E-05,0,0,0,6.53E-05,0.003786,0,0,8.97E-06,0,1.52E-05,0,0.000258,0.000191,0.00046,0,0,0,0,0,0,0,0,0,0,1.74E-05,0.001248,0.000187,0,0,0,0,0.00049,0,6.01E-05,0,0,0,0,0,0,0,0.092367,0,0,0,3.70E-05,2.08E-05,0,0,0,0,0,0,8.16E-06,0.004054,0,0.000175,1.36E-05,0,0,0,0.003161,2.31E-05,0.005475,0,0,0,0,0,0.002401,0,0,0,0,0,1.40E-05,2.86E-05,0.000133,0,0,0,0,0,0,0,2.42E-05,0,0,0,0,0,0.001085,0,0.002467,0,0,0,0,0,0,0.002633,0,3.18E-05,0,0,4.81E-05,0,0.000315,0.000192,0.004582,0.000554,0,0.000644,6.75E-05,0,0.000378,0.024096,0,0,0,0,0.000146,0,0.000686,0,0,3.32E-05,0,0,0,0,0,0,0.000148,0,0.000244,0,0,0,0,0,6.55E-05,0,0,4.30E-05,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626934,0.000369,0,0,2.78E-05,0,0,0,0,0,0,0,3.59E-05,0,0,0,1.26E-05,0,9.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001635,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47E-05,0,0,0.000117,0,0,0,0,0,0,0,0,0.000103,0,0,0,0,0,1.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362,0,9.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001222,0,0,0,0,0,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626937,0.000737,0,0.000504,4.16E-05,0,0,0,0.00061,0.000283,0,0.001651,3.59E-05,0,3.04E-05,0,0.000126,0,0,0,0,0,0,0,0,0,0,6.52E-05,0,0.000174,0,0.000129,0,0,0,0.000467,0.000612,0,0,0,0,0,0.000117,0,0,0,0,0.000168,0,0.000102,7.39E-05,0.000135,0.000349,0,0,0,0,0,0,0,0.000193,6.19E-05,2.71E-05,0.000189,0,0,0.000736,0.001007,0.000205,0,0,0,0,3.28E-05,0,0,0,0,0.000165,0,1.79E-05,0.000401,0,8.32E-05,0,0,0,0,0.000257,0,2.42E-05,1.35E-05,0,0,0,5.47E-05,0.000904,0,0.000275,0.000216,0,0,0,0,0.002732,0.000658,0,0.000922,0,0,0,0,0.000276,0.000192,0,0.000369,0,0.000644,0.000432,0,0.000255,0,0,0,0,0.000111,5.17E-05,0,7.22E-05,6.23E-05,0,6.63E-05,0,7.96E-05,0,0,0.000105,0,0,5.37E-05,0.000864,0,0.000247,0,0.000129,0,6.55E-05,0,0.000982,3.31E-05,0.001666,0.000355,0.000765,0.00017,0,2.26E-06,7.09E-05,0,0,0.000314,0,0,0.000239,0,0.01599,0,0,0,0,0.000203,0.000177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626940,0,0,0,2.78E-05,0,0,0,0.000125,5.05E-05,0,0.000103,3.59E-05,0,0,0,3.45E-05,0,0,0,0,0,0,0,0.000661,0,0,0.006059,4.81E-05,0,0,0.006798,0,0,0,0,0.011265,0.005566,0.000526,0,0.003406,0,0,0.002014,0.007194,0.001255,0,0.004386,0,5.92E-05,0.028543,2.08E-05,0.001569,0,0,0.008347,0,0.039459,0,0,0.041337,0,0,0,0,0,0.006819,0.019067,0,0,0,0,0,1.64E-05,0.008345,0,0.000273,0.052695,0.002966,0,0,0,0,0.002225,0,0,0,0.001889,0,0,0,0,0,0,0,0,0,0,0.000123,0,0,0,0,0,0,0.0079,0.018253,0.008856,0,0,0,0,0,0,0.02077,0.000185,0,0.003866,0.012874,0,0,0,0,0,0,0,3.92E-05,0,0.017795,0.019279,0,0,0,0.005405,0,0,0,0,0.000742,0,0,0,0,0,0,0.033019,0,0,0,1.99E-05,0,0,0.000512,0.000502,0,0,0,0,0,0.004552,0,0,0,0,0,0,0,0.003968,0,0.01218,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0.00034,0,0,0,0,0,0,0,6.62E-06,0,0,0,0.000111,0.000118,4.51E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633701,0,0,0,0,0,0,0,0,0,0.001818,0,0,0,0,0,6.28E-06,0,0.000257,0.001081,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95E-06,0,0.000125,0,0,0,0,0,0,0,0,0.000155,0,0,0.000186,0,0,0,0,0,0,0,0,0,0,0,0.000131,0,0,0,0,0,0,0.000225,0,0,0.000447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36E-05,0,0.028571,0,0,0,0,0,0,0,0,0,0,2.04E-05,0,0,0,0,0,1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55E-05,0,0,0,0,0,0,0,0,5.16E-05,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145,0,0,0,0,0,0,0,0.000344,0,0,0,0.005277,0,0,0,0,0,0,0,0,0,0,0,0,3.42E-05,0,0,0,0,1.61E-05,0,0.000665,0,0,0.000125,0,0,0,4.30E-05,0,0,0,0,0,0.001134,9.59E-05,0,0,0,0.001297,0,0,0,0,0,0,0,0,0.002262,0.000429
638849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000662,0,0,0,0,0,0,0,0,0,0,0.000865,0.00028,0.013547,0,0,0,0,0,0,0.00653,0.000541,0,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0.011938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012068,0,0,0,0,0,0.000194,0,0,0,0.000199,0,0,0,0,0,0,0,0,0.006551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006122,0,0.003968,0.030286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92E-05,0,0,0,0,6.63E-05,0.008775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89E-05,2.93E-05,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000702,0,0,0,0,0,0,0.000551,0.008832,0,4.82E-06,0.00213,0,0.005682,4.30E-05,0,0,0,0,0,0,0,0,0,0.000973,0,0,0,0,0,0,0,0.000439,0.000299,0,3.32E-06
649724,0.000369,0,0.000404,0.000972,0.000998,0.003696,0,0.001062,0.000362,0.000783,0.002933,0.001623,0,0.001833,0.001682,0.00049,0,0.000894,0.001441,0.00033,0,0.005687,0,0.00033,0,0,0,0,0.000436,0.001248,0.000697,0.000145,0.051282,0.000161,0.000467,0.000857,0,1.50E-05,0.001214,0.000982,0,0.000147,0.000176,0,0.000147,0.001394,0.005093,0,0.00077,0.001747,0.002062,0.000231,0.000201,0,0,0.000536,0,4.90E-05,0.002297,0.000387,0.000619,0.001694,0.001134,0,0.001928,7.95E-05,0.004971,0.005987,0.000236,0.000154,0.005057,0.000697,9.83E-05,0.000354,0,0.000273,0,0.000824,0,2.49E-05,0.000893,0.0002,0.000276,0,0,0,0,0.000257,0,4.85E-05,0.000268,0,0.000436,0,0.001367,0,0,0.001224,0.000503,0,0,0,0,0,0.001975,0,0.000429,0,0,0.00118,0.002252,0.010323,4.79E-05,0,0.003137,7.36E-05,0.000644,0.000135,0.000486,0.000653,0,0,3.23E-05,0,0.000249,7.09E-05,0,0.002057,0.002432,0.002132,0.00028,0,0.000203,0,0,0,0,0.000236,0.000134,0,0.001305,0.001234,0,0.000129,0,0.000426,0,0,0.000391,0.001666,0.000222,0.00014,0.000225,0.000948,0.000262,0.000118,0,0,0,0,0,0.000239,0,0,0,0,0,0,0,0.000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649756,0.001844,0,0,0.000236,0,0.00115,0,0.001037,0.000294,4.60E-05,0.000531,0.002407,0,0.001977,0.001309,0.000119,8.67E-05,0,0,0,0,0,0,0,0,0,0,0,8.71E-05,0,5.03E-05,0,0,0,0,0,0,0,0.000867,0.001179,0,0,0,0,0,0,0.000312,0,0.000123,0.001302,0,0.000114,0,0,0,0.000459,0,0.000147,0,9.67E-05,0.000557,0,0.002126,0,0,0.000119,2.31E-05,0.000895,0,0.000341,0,0,0.000205,0.000157,0,0,0,0.00033,0,9.34E-06,0.00071,3.33E-05,4.16E-05,0,0,0,0,0.000257,0,0.001432,0.000561,0,0.000109,0,0.001613,0.005244,0,0.000266,0.000755,0,0,0,0,0,0.000658,0,0.002989,0,0,0,0,0.005634,0.000479,0,0.000554,3.68E-05,0,0.000149,0.001135,0.000194,0,0,0,0,0,0,0,7.22E-05,0.000265,0,0.000493,0,0,0,0,0.000105,0,0.000664,0.000618,0.00028,0,0.000987,0,0,0,0,0,0.002701,1.32E-05,0.000833,0.000622,0,0.001153,0,0.000611,0.000165,0,0,0.000157,0,0,0,0,0,0.000359,0,0.014079,0,0,4.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001916,0,0,0,0,0,0.018349,0.00033,0.003759,0,0,0,0,0,0,0,0,0,0,0,9.70E-05,0,0,0,0,0.003027,0,0.000114,0.001963,0,4.82E-06,0.001065,0,0,0,0,0,0.0125,0,0.00177,0,0,0,0,0,0.001297,0.001494,0.001363,0,0,0,0,0.00011,0.001198,0.006787,1.90E-06
652706,0,0,0,5.55E-05,0,0,0,2.86E-06,7.40E-05,0.00023,1.34E-05,0,0,3.04E-05,0.000187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244,0,1.44E-05,0,0,0,0.000234,0,0,0,0,0,0,0,2.94E-05,0,0,0,6.36E-05,0,2.73E-05,0,2.08E-05,0,0.000201,0,0,0,0,0,0.00027,0,0,1.81E-05,0,0,0,0,0,0,0,0,0,0,0.000164,0,0,0,0,0,0,0.007094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E-05,7.19E-05,0,0,0,0,0,0,0,0.000636,0,0,0,0,0,0,0,0,3.68E-05,0.001289,0,0,2.04E-05,0,0.000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294,0,0,0.009174,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0,0,0,0.002561,0,0,0.000114,0,0,3.37E-05,0.000532,0,0,0,0,0,0,0.000314,0,0.000447,0.011226,0,0,0,0.003243,0,1.21E-05,0,0,0,0,0,0,0.020362,2.14E-05
652708,0,0.001967,0,0,0,0,0,0,1.69E-05,0,2.88E-05,0,0,0,0.000187,0,3.47E-05,4.57E-05,0,0,0,0,0,0,0,0,0.00013,0,0,0,1.44E-05,0.000145,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-05,0,1.17E-05,0,5.19E-05,0,0,0,0,0,0,0,0,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,1.64E-05,0,0,0,0,0,0,7.01E-06,0,0,0,0,0,0,0,0,0,0,0.000174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000839,0,0,0,0.001649,0,0,0,0,0,0,0,0,0,0,0,0,8.56E-05,0,0,0,0,0,0,0.000304,0,0,0.000159,0.00213,0,0,4.30E-05,0,0,0,0,0.00354,0.000138,0,0,0,0.000973,0,0,1.21E-05,0,0,0,0,0.005567,0.000599,0,4.89E-05
652713,0,0,0,0,0,0,0,0,0,4.60E-05,0,0,0,0,0,0,0,6.33E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52E-05,0,0,0,0,0,0,0,0,5.86E-06,0,0,0,0,0,0,0,0,0,0,3.27E-05,0,0,4.12E-05,0,0,0,0,0,0.000214,0,0,0.000571,0,0,0.000147,0,0,0,0,0,0,6.23E-06,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,0.000218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001006,0,0,0.000147,0,0,0,7.14E-05,0.006024,0,8.09E-06,0,0,2.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66E-05,0,0.000266,0,0,0,5.84E-05,0,0,0,0,0,0,0,0,0,0.000359,0,0,0,0,2.54E-05,0,0,0,0,0,0,0,3.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,0,0,0,8.98E-05,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,3.44E-05,4.80E-05,0,0,0,0,0,3.64E-05,0,0,0,0,0,0,0,0.000446
652716,0,0,0,0,0,0,0,8.99E-05,0,0.000483,0,0,0.005753,0,0,0.00016,0.000364,6.47E-05,0.001081,0,0.000961,0,0.003432,0,0,0,0.00013,1.60E-05,0,0,3.59E-05,0,0,0.000107,0,0,0,1.50E-05,0.000347,0,0,0.001209,0,0.007194,0,0,0.000885,0,0,0,0,0,0,0,0,0,0,9.80E-05,0,4.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.01E-05,0,0,0,0,0,0,0.000337,0,0,0,0,0,0,0,0,0,0,1.35E-05,0,0,0.000349,0,0,0,0,7.19E-05,0,0,0,0,0,0,0,0,0,0,0.004959,0,7.88E-05,0,0,0,0,0,0,0,7.14E-05,0,0,0,0.007937,0,0,0,0,0,0,0,0,0,0,0.059701,0,0.008621,1.74E-05,0,0,0,0,0,0,0,0,0,0,6.62E-06,0,8.88E-05,0,0,0,5.16E-05,7.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69E-05,0,0,0,0,0,0,0,0.00028,0,0.017391,0,0.039908,0,0,0,0,0.004348,0,0,0,0,0,0,0,0.001821,0,0,0,0,0.000161,0,0.006008,0,0,0.000561,0,0.023915,0,0.002944,0,0.001518,0.0125,0,0,0.002681,0.000336,0,0,0,0,0,0.000121,0,0,0,0.004338,0.00022,0,0.002262,0.001299
652721,0,0,0,2.78E-05,0,0,0,0,1.85E-06,0.000691,0,0,0,0,0,0.000462,0.00059,2.53E-05,0,0,0,0,0,0,0,0,6.52E-05,0,0,0,7.19E-06,0.000145,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114,0.000811,0,0,0,0,0,0,0,0,5.12E-05,0,0,0,0,0.000131,0,0,0,0,0,0,5.92E-05,2.86E-06,0,0.000756,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95E-05,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,7.14E-05,0,0.000122,2.43E-05,0,0,3.92E-05,0,0,0,0,0,0.008775,0,0,0,0,0,7.70E-05,0,0,0,0,0,0,0,0,0,0,9.93E-06,0,8.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406,0.000127,0,0,0,0,0,0,0,0.000635,0,0,0,0.00033,0.003759,0,0,0,0,0,0,0,0,0,0,0.001038,4.00E-05,0,0,0,0,1.61E-05,0,0.000456,0.001963,0,0.000357,0,0.001112,0,0.000172,0,0,0,0,0,0.000155,0,0,0,0,0,0,0.000145,0,0,0,0,0.00033,0,0,7.69E-05
