,TCGA-A6-2671-01A,TCGA-A6-2674-01A,TCGA-A6-2676-01A,TCGA-A6-2677-01A,TCGA-A6-2677-01B,TCGA-A6-2678-01A,TCGA-A6-2679-01A,TCGA-A6-2680-01A,TCGA-A6-2681-01A,TCGA-A6-2682-01A,TCGA-A6-2683-01A,TCGA-A6-2684-01A,TCGA-A6-2684-01C,TCGA-A6-3807-01A,TCGA-A6-3808-01A,TCGA-A6-3809-01A,TCGA-A6-3809-01B,TCGA-A6-3810-01A,TCGA-A6-3810-01B,TCGA-A6-5656-01A,TCGA-A6-5656-01B,TCGA-A6-5659-01A,TCGA-A6-5659-01B,TCGA-A6-6141-01A,TCGA-A6-6650-01A,TCGA-A6-6650-01B,TCGA-A6-6780-01A,TCGA-A6-6780-01B,TCGA-A6-6781-01A,TCGA-A6-A565-01A,TCGA-A6-A566-01A,TCGA-A6-A567-01A,TCGA-A6-A56B-01A,TCGA-AA-3494-01A,TCGA-AA-3495-01A,TCGA-AA-3502-01A,TCGA-AA-3509-01A,TCGA-AA-3510-01A,TCGA-AA-3514-01A,TCGA-AA-3516-01A,TCGA-AA-3518-01A,TCGA-AA-3529-01A,TCGA-AA-3534-01A,TCGA-AA-3548-01A,TCGA-AA-3549-01A,TCGA-AA-3553-01A,TCGA-AA-3555-01A,TCGA-AA-3558-01A,TCGA-AA-3664-01A,TCGA-AA-3666-01A,TCGA-AA-3672-01A,TCGA-AA-3675-01A,TCGA-AA-3681-01A,TCGA-AA-3685-01A,TCGA-AA-3688-01A,TCGA-AA-3692-01A,TCGA-AA-3693-01A,TCGA-AA-3715-01A,TCGA-AA-3812-01A,TCGA-AA-3861-01A,TCGA-AA-3947-01A,TCGA-AA-3956-01A,TCGA-AA-3966-01A,TCGA-AA-3968-01A,TCGA-AA-3970-01A,TCGA-AA-3977-01A,TCGA-AA-3994-01A,TCGA-AA-A00N-01A,TCGA-AA-A00Q-01A,TCGA-AA-A00R-01A,TCGA-AA-A00U-01A,TCGA-AA-A00Z-01A,TCGA-AA-A010-01A,TCGA-AA-A01C-01A,TCGA-AA-A01D-01A,TCGA-AA-A01G-01A,TCGA-AA-A01I-01A,TCGA-AA-A01K-01A,TCGA-AA-A01P-01A,TCGA-AA-A01Q-01A,TCGA-AA-A01R-01A,TCGA-AA-A01S-01A,TCGA-AA-A01T-01A,TCGA-AA-A01V-01A,TCGA-AA-A01X-01A,TCGA-AA-A02K-01A,TCGA-AA-A02O-01A,TCGA-AA-A02R-01A,TCGA-AA-A02W-01A,TCGA-AA-A02Y-01A,TCGA-AA-A03F-01A,TCGA-AA-A03J-01A,TCGA-AA-A03J-11A,TCGA-AD-A5EJ-01A,TCGA-AD-A5EK-01A,TCGA-AY-4070-01A,TCGA-AY-4071-01A,TCGA-AY-A54L-01A,TCGA-AZ-4308-01A,TCGA-AZ-4313-01A,TCGA-AZ-4315-01A,TCGA-AZ-4614-01A,TCGA-AZ-4615-01A,TCGA-AZ-4681-01A,TCGA-AZ-4682-01B,TCGA-AZ-4684-01A,TCGA-AZ-6601-01A,TCGA-CA-5256-01A,TCGA-CA-6717-01A,TCGA-CA-6718-01A,TCGA-CK-4951-01A,TCGA-CM-4744-01A,TCGA-CM-4746-01A,TCGA-CM-4747-01A,TCGA-CM-4748-01A,TCGA-CM-4750-01A,TCGA-CM-4752-01A,TCGA-D5-6540-01A,TCGA-NH-A50T-01A,TCGA-NH-A50V-01A,TCGA-QG-A5YV-01A,TCGA-QG-A5YW-01A,TCGA-QG-A5YX-01A,TCGA-QG-A5Z1-01A,TCGA-QG-A5Z2-01A,TCGA-AF-2689-01A,TCGA-AF-2691-01A,TCGA-AF-2692-01A,TCGA-AF-3913-01A,TCGA-AG-3574-01A,TCGA-AG-3582-01A,TCGA-AG-3593-01A,TCGA-AG-3727-01A,TCGA-AG-3728-01A,TCGA-AG-3878-01A,TCGA-AG-3881-01A,TCGA-AG-3882-01A,TCGA-AG-3885-01A,TCGA-AG-3887-01A,TCGA-AG-3890-01A,TCGA-AG-3892-01A,TCGA-AG-3893-01A,TCGA-AG-3894-01A,TCGA-AG-3896-01A,TCGA-AG-3898-01A,TCGA-AG-3901-01A,TCGA-AG-3902-01A,TCGA-AG-3909-01A,TCGA-AG-3999-01A,TCGA-AG-4001-01A,TCGA-AG-4005-01A,TCGA-AG-4007-01A,TCGA-AG-4008-01A,TCGA-AG-4015-01A,TCGA-AG-A002-01A,TCGA-AG-A008-01A,TCGA-AG-A00C-01A,TCGA-AG-A00H-01A,TCGA-AG-A00Y-01A,TCGA-AG-A011-01A,TCGA-AG-A014-01A,TCGA-AG-A015-01A,TCGA-AG-A01L-01A,TCGA-AG-A01N-01A,TCGA-AG-A01W-01A,TCGA-AG-A01Y-01A,TCGA-AG-A020-01A,TCGA-AG-A032-01A,TCGA-EI-6917-01A,TCGA-F5-6814-01A,TCGA-IG-A3I8-01A,TCGA-IG-A3QL-01A,TCGA-IG-A3Y9-01A,TCGA-IG-A3YA-01A,TCGA-IG-A3YB-01A,TCGA-IG-A4P3-01A,TCGA-IG-A4QT-01A,TCGA-IG-A50L-01A,TCGA-IG-A51D-01A,TCGA-IG-A5B8-01A,TCGA-IG-A5S3-01A,TCGA-IG-A97I-01A,TCGA-JY-A93C-01A,TCGA-L5-A43C-01A,TCGA-L5-A43E-01A,TCGA-L5-A43H-01A,TCGA-L5-A43I-01A,TCGA-L5-A43J-01A,TCGA-L5-A43M-01A,TCGA-L5-A4OE-01A,TCGA-L5-A4OF-01A,TCGA-L5-A4OG-01A,TCGA-L5-A4OH-01A,TCGA-L5-A4OI-01A,TCGA-L5-A4OJ-01A,TCGA-L5-A4OM-01A,TCGA-L5-A4ON-01A,TCGA-L5-A4OP-01A,TCGA-L5-A4OR-01A,TCGA-L5-A4OS-01A,TCGA-L5-A4OT-01A,TCGA-L5-A891-01A,TCGA-L5-A8NE-01A,TCGA-L5-A8NN-01A,TCGA-L7-A56G-01A,TCGA-L7-A6VZ-01A,TCGA-LN-A49K-01A,TCGA-LN-A49L-01A,TCGA-LN-A49M-01A,TCGA-LN-A49N-01A,TCGA-LN-A49O-01A,TCGA-LN-A49P-01A,TCGA-LN-A49R-01A,TCGA-LN-A49S-01A,TCGA-LN-A49U-01A,TCGA-LN-A49V-01A,TCGA-LN-A49W-01A,TCGA-LN-A49X-01A,TCGA-LN-A49Y-01A,TCGA-LN-A4A1-01A,TCGA-LN-A4A2-01A,TCGA-LN-A4A3-01A,TCGA-LN-A4A4-01A,TCGA-LN-A4A6-01A,TCGA-LN-A4A8-01A,TCGA-LN-A4MR-01A,TCGA-LN-A5U5-01A,TCGA-LN-A8I1-01A,TCGA-LN-A9FQ-01A,TCGA-V5-A7RC-01B
655809,0,0,0,0,0,0,0,0,0,0.003545,0,0,0,0,0,5.02E-05,5.20E-05,6.33E-06,0,0.00022,0,0,0,0,0,0,0,0,0,0,2.87E-05,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.08E-05,0,0.000245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000133,0,0,0,0,0.000106,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35E-05,0,0,0,0,0,0,0,0.000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114,0,0,0,0.002561,4.84E-05,0.00018,0.000228,0,0,6.02E-05,0,0,0,0.000325,0,0,0,0,0,0.000258,0.000144,0,0,0,0.003243,0.000373,2.42E-05,0,0,0,0,0,0,0.002262,0.00012
658082,0.003319,0,0.034203,0.001291,0.001496,0.024723,0.061846,0.000411,0.030211,0.000506,0.006468,0.021423,0.022052,0.012378,0.002617,5.34E-05,3.47E-05,0.002529,0.001441,0,0.002882,0.050237,0.022883,0.000661,0,0,0,0,0.004129,0.001248,0.001667,7.23E-05,0,0.000107,0.000234,0.000367,0,0.000256,0.032664,0.022196,0,0.000959,0.000294,0,0.001288,0.001743,0.000138,0,0.006787,0.013049,0.000302,0.000117,0.005821,0.000468,0.006678,0.001838,0,0.002432,0.023784,0.000387,0,0.053769,0.007986,0,0.018313,0.00167,0.064004,0.016323,0,0.007734,0.012644,0.02039,0,0.013029,0,0.000546,0,0.006262,0,2.26E-05,0.005655,0,1.61E-05,0,0,0,0,0,0,0.000499,0.000336,0,0.000218,0,0.001285,0.012116,0.007491,0.000721,0.000719,0,0,0.083893,0,0.002732,0,0,0.000429,0,0,0.000445,0,0.002088,0.014796,0.003054,0.000554,3.68E-05,0.001933,0.001,0.014916,0.000888,0,0.000367,0.000121,0.003968,8.32E-05,1.27E-05,0,0.00213,0.000795,0.006706,0,0,0.000264,0,0,0.00021,0.008621,0.001011,0.000107,0.001156,0.015517,0.000247,0.000676,0.000973,0,0,0,0.011051,6.62E-06,0,8.88E-05,0.000279,0.000166,0.078129,0.000128,0.000284,0,0.006857,0,0,0,0.000478,0,0,0,0.113821,0.000256,0,0,9.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658083,0,0,0.000101,4.16E-05,0,0,0,9.54E-07,9.25E-05,0,7.63E-06,0.00025,0,0.003553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48E-05,0,1.44E-05,0,0,0,0.000234,0,0,0,0,0,0,0,0,0,3.26E-05,0,4.30E-05,0,1.36E-05,3.70E-05,0,0,0,0,0,0,0,0,0,4.83E-05,2.06E-05,0.000136,0,0,0,0,0,0.000102,0,0,0,0,0,0,0,0.000273,0,0,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181,0,1.90E-05,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0,9.58E-05,0,0.000185,0,0,0,0,0.000112,0,0,0,0,0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,2.80E-05,0.000255,0.000493,0,0,0,0,0,0,6.62E-06,0,0,0,0,0.000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658085,0,0,0,0.000458,0.000998,0.000329,0,8.58E-06,4.01E-05,0,7.76E-05,8.97E-06,0,0.002216,0,1.57E-05,5.20E-05,6.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0.000367,0,0,0.000347,3.17E-06,0,0,0,0,0,0,1.95E-06,0,8.37E-05,0.000299,0,0,0,0.000156,0,0.000153,0,0,0,0,0.000144,1.81E-05,0,0,0,0,0.000119,0.000205,0,0,0.00046,0,1.64E-05,0,0,0,0,0,0,4.67E-06,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0.000218,0,0.000246,0,0,2.85E-05,0,0,0,0,0,0,0,0,7.95E-05,0,0,0,0,0,0,0,0.000369,0,0,0.000162,0,0,0,0,0,0,0,0,0,0.003537,0,0,0,0,0,0,0,0,0,7.70E-05,0,0,0.000369,0,0,6.44E-05,0,0,0,0,9.27E-05,0,0,0,0,0.001537,4.51E-06,0,0,0,0,0,0,0.000239,0,0,0,0,0,0,0,7.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658086,0,0,0.000202,6.94E-05,0,0,0,4.34E-05,0.000225,4.60E-05,0.000432,9.87E-05,0,4.56E-05,0.000561,4.08E-05,6.94E-05,0.000148,0,0,0,0,0,0,0,0,0.00013,0,3.48E-05,0,7.19E-05,0,0,5.35E-05,0.000467,0.000245,0,0,0.001734,0.000747,0,0,0.000206,0,3.26E-05,0,0.000755,0,0.0002,0.002032,0.000354,0.000346,0,0.000156,0,0.00023,0,0.000147,0.000811,4.83E-05,0.000103,8.67E-05,0.002032,0.004472,0,5.96E-05,0.000486,0.000154,0,0.000463,0,0.003137,0,0.001968,0.000171,0,0,0.000165,0,4.67E-06,0.000306,0.000133,1.61E-05,0,0,0,0,0.00077,0,0.000133,0.000241,0,0,0,0.000301,0.000723,0,0.000152,0.000144,0,0,0,0,0,0,0,0.000207,0,0,0.000169,0,0.000315,0.000192,0.000611,0,0,0,0.00054,0,0.000102,0,0,2.43E-05,0,0.000111,6.07E-05,0,7.22E-05,0.000592,0.00055,0.000905,0.008775,0.000235,0,0,0.000105,0,0.000112,5.37E-05,5.60E-05,0.000113,0,0,0,0,0.000131,0,0,7.95E-05,0,8.88E-05,0.00607,5.53E-05,0.000353,7.87E-05,0.000201,0,0,0,0,0,0,0,0,0,0,0.000256,0,0,1.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658087,0.002581,0,0.000303,0.005551,0.002494,0.002793,0,0.005201,0.00202,0.001634,0.00694,0.004314,0,0.003364,0.005795,0.00097,8.67E-05,0.001463,0.001801,0.00033,0,0.005687,0,0,0,0,0,0,0.000889,0.006238,0.001416,0.000362,0.012821,0.000321,0.002335,0.000367,0.001855,0,0.016261,0.000876,0,0.000783,7.33E-05,0,8.15E-05,0.001394,0.02564,0,0.000725,0.001638,0.001427,0.000577,0.000803,0.000312,0,0.001685,0,0.000335,0.002703,0.00029,0.004774,0.004463,0.002504,0.002683,0.004337,5.96E-05,0.004388,0.005373,0.000945,0.000207,0.013563,0.002091,0.000115,0.003228,0,0.001913,0,0.001813,0,5.29E-05,0.002906,0.002871,0.000365,0,0,0,0,0.001284,0.001912,0.000426,0,0,0.000677,0,0.001531,0.000723,0,0.002258,0.000791,0,0,0.010067,0,0,0.001317,0,0.000397,0,0,0.001456,0.004505,0.00394,0.00067,0,0.003137,3.68E-05,0.000644,8.11E-05,0.000324,0.00197,0,0.00049,0.000154,0,0.001099,0.000111,0,0.006244,0.001434,0.006947,0.000412,0,0.000716,0,0,0,0,0.000138,0.000242,0.000376,0.002865,0.000987,0,0.002797,0,0.001802,0,0.001473,0.000851,0.000833,0.000666,0.000587,0.000338,0.001901,0.000607,0.000319,0,0.001143,0.000157,0.001047,0,0.000478,0.010256,0.00492,0,0,0.001536,0.000124,0.001421,0.001202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658088,0,0,0.000101,2.78E-05,0,0.003039,0.001903,1.91E-05,2.53E-05,0,0.000188,9.76E-05,0,0.005572,0.000374,0,0,3.30E-05,0,0,0,0,0,0,0,0,0.00013,0,3.48E-05,0,0,0,0,0,0,0.000245,0,0,0,2.22E-05,0,0,0,0,0,0.000697,0.000297,0,0.0001,0.000225,4.17E-05,0,0,0,0,0,0,0,0.00027,0,0,0.000109,0,0,0,0.000109,0.001546,0.000742,0,0,0,0,5.73E-05,0.000197,0,0,0,0,0,1.56E-06,0.001651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164,0,0,1.90E-05,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,0,0.000158,4.79E-05,0,0.000369,0,0,0.000257,0.000162,4.08E-05,0,0,0,0,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,0,0.00017,0,0,0,0,0,0,0,6.62E-06,0.000833,0,0.000518,2.77E-05,5.89E-05,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658089,0.00295,0,0,0.000347,0,0.000657,0,0.001417,0.00049,0,0.000597,0.009807,0.009588,0.001045,0.003365,6.91E-05,1.73E-05,0,0,0,0,0,0,0,0.017241,0,0,0,0,0.003743,9.34E-05,0,0,0.000107,0.000467,0.000367,0.001855,0,0.00353,0.001525,0,0.000245,0,0,3.26E-05,0.001743,0.000219,0,0.000141,0.001727,4.17E-05,0.000114,0.000401,0.000156,0,0.001225,0,4.08E-05,0,0.000242,0.000299,0.000118,0.004016,0,0.000482,0.000765,0.000104,0.001458,0,0.000102,0.00046,0.000697,0.000115,0,0.000342,0,0.002395,0.000165,0,1.79E-05,0.000578,6.67E-05,0,0,0,0,0,0,0.003824,0.001862,0.000499,0,0.000241,0,0.001093,0.007595,0,0.000218,0.00133,0,0,0,0,0.002732,0.000658,0,0.002639,0,0,7.22E-05,0.002252,0.006147,0.000192,0.000611,0.000923,7.36E-05,0.000644,0.000176,0.002594,0.000276,0,0,0,0,0,0,0,0,0.000343,0,6.63E-05,0,0,0.003448,0,0,0,0.000517,0.001047,0.001268,0.000681,0.000493,0.000676,0,0,0.000131,0,0.001965,4.64E-05,0.002499,0.000533,0.000541,0.001159,0,0.000707,8.27E-05,0,0,0,0,0,0,0,0,0,0,0.009727,0,0,6.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658655,0,0,0.000202,0.000652,0,0.0023,0,4.15E-05,0.000109,4.60E-05,0.000499,0.000169,0,0.00606,0.000374,1.26E-05,0,0.000169,0,0,0,0,0.002288,0,0,0,0,0,0,0,9.34E-05,0.000145,0,5.35E-05,0,0.000367,0,0,0,0.000176,0,0.000117,0,0,6.52E-05,0,0.000215,0,5.90E-05,9.24E-05,0.000125,0,0.000201,0,0,0.000153,0,0,0,0,2.06E-05,4.52E-06,0.000992,0,0,3.98E-05,0,0.000154,0,0.000105,0,0,0,0,0.000683,0,0,0,0,6.23E-06,0.000319,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,0,5.47E-05,0,0,6.64E-05,0.000108,0,0,0,0,0,0,0,3.18E-05,0,0,3.61E-05,0,0.000315,9.58E-05,0.005803,0.001015,0,0,8.11E-05,0.000324,2.04E-05,0,0,0,0,0,0,0,0.000144,3.11E-05,0,0,0,7.96E-05,0,0,0,0,0,0,0.000224,0.00034,0.00074,0,0,0,0,0,0,6.62E-06,0,0,2.33E-05,5.53E-05,0.000177,7.42E-05,2.36E-05,0,0,0,0,0,0.000478,0,0,0,0,0,0,0,4.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658656,0,0,0,4.16E-05,0,0.007639,0,4.10E-05,0.000102,0,1.72E-05,3.59E-05,0,0.002947,0,3.14E-06,0,3.30E-05,0,0,0,0,0.004577,0,0,0,0,0,1.74E-05,0,1.44E-05,0,0,0,0,0.000122,0,1.50E-05,0,5.16E-05,0,0,0.000353,0,0,0,9.77E-06,0.006135,1.36E-05,3.70E-05,0,0,0.000201,0,0,0,0,1.63E-05,0,0.000242,2.06E-05,7.23E-05,0,0,0,3.98E-05,0.000336,0.000895,0,0,0,0,0,0.000118,0,0.000273,0,0,0,1.56E-06,0.000613,0,8.03E-06,0,0,0,0,0,0,0,0,0,0,0,0.000137,0,0,1.90E-05,0.000144,0,0,0,0,0.002732,0,0,0,0,0,0,0,0.000315,0,0,0,0,0,0.000635,0,0,0,0,0,0,0.000397,0,0,7.22E-05,0.000406,0,0,0,0,0.006993,0,0,0,0,0,0,0.000142,0.000123,0,0,0,0,0,0.000491,0,0,0,0.001198,2.77E-05,0,0,2.36E-05,0,0,0,0,0,0,0,0,0,0,0.000256,0.000124,0,3.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658657,0.000369,0,0,0,0,0.001807,0,0.000346,1.30E-05,0,0.000209,0.000151,0,3.04E-05,0,0,0,0,0,0,0,0.003791,0,0,0,0,0,0,3.48E-05,0,3.59E-05,0,0,0,0,0,0,0,0,0,0,0,2.94E-05,0,0,0.000697,3.91E-06,0,5.47E-05,0.000111,4.17E-05,0,0,0,0,0,0,1.63E-05,0.00027,0,0,0.000562,0,0,0,0,6.94E-05,5.12E-05,0.000236,0,0,0,1.64E-05,0.000157,0,0,0,0,0,0,5.72E-06,0.000167,4.02E-06,0,0,0,0,0.000257,0,0,0,0,0.000218,0,0.000164,0.000362,0,1.90E-05,0,0,0,0,0,0,0,0,0.000111,0,0,0,0,0,0,0.000611,0,0,0.000644,2.70E-05,0.000973,1.02E-05,0,0,0,0,0.000286,0,0,0.000253,0,0,0,0,0.000608,0,0,0,0,0,5.37E-05,0,0.000312,0.000493,0,0,0,9.83E-05,0,0,1.32E-05,0,0,0.000489,2.77E-05,0.000353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658659,0.003319,0,0,0.000361,0,0.000164,0,7.30E-05,0.000415,0,9.56E-05,0.000213,0,6.08E-05,0.000561,2.83E-05,0,0.000184,0,0,0,0,0,0.000661,0,0,0,0,1.74E-05,0,7.90E-05,0.000145,0,0.000107,0.000234,0.000245,0,0,0.000347,0.000109,0.02959,0,0,0,6.52E-05,0,0.000186,0,5.47E-05,0.000148,2.08E-05,0,0,0,0,0.000153,0,3.27E-05,0,9.67E-05,3.09E-05,0.000416,9.45E-05,0,0,0.000755,0.000313,0.000154,0,0,0,0,0,0,0,0.000273,0,0.000165,0,1.56E-06,2.00E-05,0,4.02E-06,0,0,0,0,0,0,0.000121,0,0,0,0,0.001804,0,0,0.000104,0.000216,0,0,0,0,0,0.000658,0,0.000143,0,0,1.20E-05,0,0.000315,9.58E-05,0,0.000369,0,0,8.11E-05,0,7.14E-05,0,0,4.85E-05,0,7.39E-05,8.30E-06,0,0.000253,0,0,3.32E-05,0,3.18E-05,0,0,0,0,3.49E-05,0,0.000336,0.002922,0.000247,0,0,0,0,0,0,2.65E-05,0,0,4.65E-05,2.77E-05,0,6.77E-06,2.36E-05,0,0,0,0,0,0,0,0,0.000359,0,0,0,0,1.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,2.87E-05,0,0,0,0,0.000122,0,0,0,6.33E-06,0,0,0,0,0,0,0,0,9.08E-06,3.70E-05,0,0,0,0,0,0,0,0,0.00027,0,0,0,0,0,0,1.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,0,0,0,0,0,0,2.42E-05,4.06E-05,0,0,0,0,0,0,3.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658662,0,0,0.000706,0.000222,0.000998,0,0.000951,0.000397,0.002309,0.000483,0.000536,0.002884,0,6.08E-05,0,0.000242,1.73E-05,0.001102,0,0.00022,0,0.000948,0,0,0,0,0.00013,1.60E-05,0.000209,0,0.000366,0.000217,0,0.000107,0.000234,0.001714,0,3.01E-05,0.001795,0.000186,0.004864,0.002075,0.000205,0,0.00013,0.000697,0.000676,0,0.000735,0.001155,0.00026,0.000114,0.000201,0.002498,0,0.000613,0,4.90E-05,0.000811,0.00058,0.002732,0.01153,0.000567,0,0,0.003459,0.015363,0.003991,0,0.015716,0.002299,0.000697,8.19E-05,0.00126,0,0.001093,0,0.00033,0,0.000466,0.005706,0.000682,3.28E-05,0,0.00905,0,0,0.00475,0,0.001591,0.000146,0,0.005486,0,0.001148,0.001627,0,0.00167,0.000359,0,0,0,0,0,0,0,0.000207,0,0,0.002419,0,0.023719,0.000479,0.001222,0.001938,0,0.000644,0.001999,0.001946,4.08E-05,0,0,8.09E-06,0.007937,0.003723,0,0,0.000144,0.000592,0.00055,0.000398,0,3.18E-05,0,0,0,0,4.36E-05,5.37E-05,0.001616,0.000709,0,0,0.002861,0.009434,0.001573,0,0.001965,4.97E-05,0.000833,0.000266,0.000442,0.000211,0.001537,0.001552,0.003178,0,0,0.000314,0,0,0.000239,0,0.00246,0,0,0.000256,0.006345,0.000812,0.000297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658665,0.000369,0,0,0,0,0,0,1.91E-06,0,0,1.34E-05,0,0,0,0.001776,0,0,0.000248,0,0,0,0,0,0,0,0,0,0,0.000505,0,0,0,0,5.35E-05,0,0.000122,0,0,0,0,0,5.87E-05,0,0,0,0,4.60E-05,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56E-06,2.86E-06,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.002252,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266,0,0,0,0,0,0,0,0,0,0,0.000113,0,0,0.000634,0,0,0,0,0,0,0,0,0,0.000239,0,0,0,0,0,0,0,5.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
